order_id,time,merchant,category_1,category_2,product,cost
2023091722001416551444353083,2023-09-17 11:19:55,南京交通一卡通有限公司,,,公交-01058006-车号[137819] 2023-09-17 11:19:50,3.0
2023091722001416551444647246,2023-09-17 11:17:22,南京地铁运营有限责任公司,,,南京地铁(东大成贤学院2023-09-17 10:11:28--油坊桥2023-09-17 11:17:03),7.0
2023091622001416551444430889,2023-09-16 22:57:32,U净,,,店铺小票充值,10.0
2023091622001416551441421877,2023-09-16 22:02:32,哈啰出行,,,哈啰单车骑行,1.5
2023091622001416551444727788,2023-09-16 21:54:34,南京地铁运营有限责任公司,,,南京地铁(竹山路2023-09-16 20:40:27--东大成贤学院2023-09-16 21:54:14),7.0
2023091622001416551441482466,2023-09-16 11:16:12,南京地铁运营有限责任公司,,,南京地铁(东大成贤学院2023-09-16 10:10:14--百家湖2023-09-16 11:15:53),7.0
2023091522001416551442249106,2023-09-15 18:23:57,南京地铁运营有限责任公司,,,南京地铁(星火路2023-09-15 18:18:52--东大成贤学院2023-09-15 18:23:44),2.0
2023091522001116551438360796,2023-09-15 12:18:55,t***7,,,Vuexy 9.7.0 后台管理模板 包更新,16.0
2023091422001416551435922521,2023-09-14 17:16:20,东南大学成贤学院,,,东南大学成贤学院,17.5
2023091222001416551431886362,2023-09-12 19:43:20,哈啰出行,,,哈啰单车骑行,1.5
2023091222001416551431955536,2023-09-12 19:35:14,哈啰出行,,,哈啰单车骑行,5.5
2023091122001416551424807968,2023-09-11 06:41:26,南京地铁运营有限责任公司,,,南京地铁(油坊桥2023-09-10 19:53:31--东大成贤学院2023-09-10 20:59:48),7.0
2023091022001416551424118667,2023-09-10 19:11:58,南京交通一卡通有限公司,,,公交-01058006-车号[137820] 2023-09-10 19:11:52,3.0
2023091022001416551422988912,2023-09-10 11:31:41,南京交通一卡通有限公司,,,公交-01058006-车号[137818] 2023-09-10 11:31:35,3.0
2023091022001416551424359246,2023-09-10 11:21:57,南京地铁运营有限责任公司,,,南京地铁(东大成贤学院2023-09-10 10:16:56--油坊桥2023-09-10 11:21:42),7.0
2023090622001416551415450171,2023-09-06 22:49:50,U净,,,店铺小票充值,10.0
2023090322001416551407235417,2023-09-03 21:20:57,南京地铁运营有限责任公司,,,南京地铁(油坊桥2023-09-03 20:10:04--东大成贤学院2023-09-03 21:20:22),7.0
2023090322001416551405917192,2023-09-03 19:26:39,南京交通一卡通有限公司,,,公交-01058006-车号[137830] 2023-09-03 19:26:33,3.0
2023090322001116551404450784,2023-09-03 15:51:15,省了**8,,,github copilot学生包X正规官方授权两年授权激活AI编程智能代码,28.8
2023090322001416551406112368,2023-09-03 10:55:08,南京地铁运营有限责任公司,,,南京地铁(东大成贤学院2023-09-03 09:49:16--油坊桥2023-09-03 10:55:00),7.0
2023090122001116551400245495,2023-09-01 22:13:45,sa**店,,,折叠桌面延长板免打孔扩展键盘手托支架电脑桌子延伸加长加宽接板,55.63
2023090122001416551400994666,2023-09-01 18:08:28,东南大学成贤学院,,,东南大学成贤学院,12.5
2023083122001416551457487498,2023-08-31 20:00:14,南京地铁运营有限责任公司,,,南京地铁(竹山路2023-08-31 18:48:29--东大成贤学院2023-08-31 20:00:12),7.0
2023083122001416551454436312,2023-08-31 12:48:28,南京地铁运营有限责任公司,,,南京地铁(东大成贤学院2023-08-31 11:32:34--竹山路2023-08-31 12:47:56),7.0
2023082722001116551438106815,2023-08-27 21:45:16,中信**店,,,【 赠人物图谱+电影海报 】奥本海默传 美国原子弹之父 诺兰导演新片灵感来源 普利策奖获奖传记 奥本海默的胜与悲 电,57.8
2023082722001416551437285887,2023-08-27 20:40:45,南京地铁运营有限责任公司,,,南京地铁(东大九龙湖校区2023-08-27 19:29:14--东大成贤学院2023-08-27 20:40:32),8.0
2023082722001116551438275108,2023-08-27 14:47:08,金乾**店,,,补差价专用,20.0
2023082722001116551436997185,2023-08-27 14:28:14,金乾**店,,,500万像素高宽动态摄像头模组强光视觉处理逆光人脸识别USB免驱动,268.0
2023082722001416551437516816,2023-08-27 10:53:40,南京交通一卡通有限公司,,,公交-01059817-车号[137426] 2023-08-27 10:53:34,3.0
2023082722001416551437167953,2023-08-27 10:43:11,南京地铁运营有限责任公司,,,南京地铁(东大成贤学院2023-08-27 09:34:49--油坊桥2023-08-27 10:42:45),7.0
2023082622001416551432878938,2023-08-26 22:34:15,U净,,,店铺小票充值,10.0
2023082622001116551433206266,2023-08-26 13:52:43,x***4,,,boardmix博思白板共享链接出租,9.0
2023082522001416551429338428,2023-08-25 17:09:22,东南大学成贤学院,,,东南大学成贤学院,17.5
2023082522001416551426993219,2023-08-25 17:04:32,杭州菜鸟供应链管理有限公司,,,菜鸟裹裹-寄件费_3339917454_LP00594654886087等订单,11.69
2023082522001416551418435103,2023-08-25 14:53:36,东南大学成贤学院医务室,,,东南大学成贤学院医务室,20.0
20230825165514291568,2023-08-25 14:51:15,东南大学成贤学院医务室,,,医保支付(不含自费),0.0
2023082522001116551427986774,2023-08-25 14:00:06,维宇**技,,,OneDrive 扩容 OneNote自己账户 1T  链接升级 官方安全 稳定自助,60.0
2023082322001416551415683200,2023-08-23 17:19:05,东南大学成贤学院,,,东南大学成贤学院,17.5
2023082222001416551412757959,2023-08-22 17:45:39,东南大学成贤学院,,,东南大学成贤学院,19.0
2023082222001416551412956776,2023-08-22 11:44:42,东南大学成贤学院,,,东南大学成贤学院,18.0
2023082222001116551411487335,2023-08-22 10:09:55,苏泊**店,,,苏泊尔冷水壶凉水壶玻璃耐高温家用大容量水杯凉白开泡茶壶瓶套装,59.0
2023082122001116551408976370,2023-08-21 11:04:12,人民**店,,,【官方旗舰店教材】计算机组成原理（微课版） 谭志虎 9787115558015 人民邮电出版社,52.35
2023082122001116551410944357,2023-08-21 11:04:13,当当**店,,,【礼遇价】当当网 漫画计算机原理 在异世界从零制造计算机 程序设计 人民邮电出版社 正版书籍,34.9
2023082022001116551408769910,2023-08-20 21:44:06,棉竹**店,,,【礼遇价】袜子男五指袜春秋季100%正品纯棉抗菌防臭防脚气黑色中筒男士长袜,49.9
2023082022001416551407610679,2023-08-20 18:47:36,永辉超市-龙湖江北天街店,,,6209680250001067,0.6
2023082022001416551407877551,2023-08-20 18:46:48,永辉超市-龙湖江北天街店,,,6209680150031047,115.89
2023082022001116551407785136,2023-08-20 16:28:04,博库**店,,,【礼遇价】Python并行编程实战(第2版) (意)詹卡洛&middot;扎克内 正版书籍   博库网,38.71
2023082022001116551407903927,2023-08-20 16:24:49,浙江**店,,,【新华书店】Effective Python(编写高质量Python代,60.1
2023082022001116551408684821,2023-08-20 14:35:25,oh**店,,,德国安耳悠睡觉专用耳塞超级隔音睡眠神器宿舍耳朵防噪音防吵降噪,37.0
4200002034202310055579563217,2023-10-05 13:07:27,君控信息贩卖机,,,康师傅喝开水550ml,2.0
4200066293202310050581249640,2023-10-05 12:49:37,东南大学成贤学院,,,东南大学成贤学院,14.0
4200002016202310049132242043,2023-10-04 22:10:54,快亿通,,,智慧零售,2.0
4200001999202310048619237600,2023-10-04 20:36:27,万购超市,,,万购超市东大成贤店,15.0
4200002020202310041204312565,2023-10-04 18:09:07,手机充值,,,50元手机话费-13813880959,50.0
4200001991202310030505199528,2023-10-03 17:45:23,东南大学成贤学院,,,东南大学成贤学院,17.0
4200001984202310039468311847,2023-10-03 12:03:56,东南大学成贤学院,,,东南大学成贤学院,16.5
4200001984202310013326560375,2023-10-01 18:22:06,东南大学成贤学院,,,东南大学成贤学院,16.0
4200067694202310017267988763,2023-10-01 11:17:42,东南大学成贤学院,,,东南大学成贤学院,15.5
4200002011202309308116598524,2023-09-30 19:04:21,美团平台商户,,,【百果园（南京市弘阳印象汇店）】招牌-青魁即食牛油果中(盒…,65.1
4200002014202309304221443847,2023-09-30 18:08:53,美团平台商户,,,【老乡鸡（南京龙湖江北天街店）】梅菜扣肉【单人份|不配饭】…,40.5
4200001971202309307499419169,2023-09-30 11:41:06,东南大学成贤学院,,,东南大学成贤学院,14.5
4200001970202309305507474674,2023-09-30 11:34:07,手机充值,,,30元手机话费-13813880959,30.0
4200002028202309292360311394,2023-09-29 22:03:37,快亿通,,,智慧零售,2.0
4200001979202309289961941144,2023-09-28 17:31:36,东南大学成贤学院,,,东南大学成贤学院,16.5
4200067700202309289821450728,2023-09-28 11:13:26,东南大学成贤学院,,,东南大学成贤学院,16.0
4200001967202309276238201815,2023-09-27 21:21:25,快亿通,,,智慧零售,2.0
4200002013202309272135329342,2023-09-27 18:35:49,美团平台商户,,,【芋见他（芋泥蛋糕·千层蛋糕·弘阳广场店）】【减糖30%】…,82.1
4200002004202309278049561530,2023-09-27 16:40:52,东南大学成贤学院,,,东南大学成贤学院,17.0
4200001921202309270953907406,2023-09-27 11:11:35,东南大学成贤学院,,,东南大学成贤学院,17.0
100005000123092700064227687445286740,2023-09-27 08:53:02,程泽宇,,,转账备注:微信转账,34.0
4200002002202309268536568499,2023-09-26 11:39:06,万购超市,,,万购超市东大成贤店,14.4
4200067698202309260314928231,2023-09-26 11:13:17,东南大学成贤学院,,,东南大学成贤学院,17.0
4200001977202309255242106417,2023-09-25 22:26:59,腾讯云费用账户-移动支付,,,腾讯云账户充值-100031528472,6.0
4200002019202309252152064066,2023-09-25 21:10:54,IVE,,,AAT5天英语口语训练营,49.0
4200001921202309259985086737,2023-09-25 18:01:22,东南大学成贤学院,,,东南大学成贤学院,14.5
100004990123092500058227361625984740,2023-09-25 15:45:34,徐春霞丨灌南县,,,收款方备注:二维码收款,26.0
4200001977202309257453555051,2023-09-25 13:26:42,北京度友科技有限公司,,,百度网盘超级会员7天-到期自动续费月卡,5.99
4200001971202309251642530572,2023-09-25 10:56:21,东南大学成贤学院,,,东南大学成贤学院,17.5
4200001900202309235491405863,2023-09-23 17:33:12,东南大学成贤学院,,,东南大学成贤学院,17.0
4200066293202309230760609133,2023-09-23 12:07:25,喜马拉雅FM,,,喜马拉雅-订单编号:202309234001583006284705842,20.0
4200001902202309237508407476,2023-09-23 09:44:58,腾讯云费用账户-移动支付,,,腾讯云账户充值-100031528472,0.03
4200001917202309235209621971,2023-09-23 09:42:56,腾讯云费用账户-移动支付,,,腾讯云购买云服务-100031528472,19.9
4200001931202309236728303841,2023-09-23 09:34:38,美团平台商户,,,【無法现烤の三明治（南京弘阳店）】不切等2件商品,33.8
4200066293202309226039249827,2023-09-22 17:41:50,东南大学成贤学院,,,东南大学成贤学院,18.5
4200001959202309228336621116,2023-09-22 17:16:58,手机充值,,,50元手机话费-13813880959,50.0
4200001895202309225443960794,2023-09-22 17:03:00,个体户林语锜,,,代取快递,2.0
4200001903202309226148905608,2023-09-22 17:02:34,个体户林语锜,,,代取快递,2.0
4200001976202309229704312047,2023-09-22 17:02:00,个体户林语锜,,,代取快递,2.0
4200067695202309228183876648,2023-09-22 11:32:17,东南大学成贤学院,,,东南大学成贤学院,18.5
4200001963202309217010939050,2023-09-21 19:13:07,美团平台商户,,,【费尼原切牛排·沙拉·意面（弘阳广场店）】澳洲原切炙烤薄切…,55.4
4200067694202309216809777576,2023-09-21 17:15:25,东南大学成贤学院,,,东南大学成贤学院,17.5
4200066289202309210334082615,2023-09-21 11:22:35,东南大学成贤学院,,,东南大学成贤学院,16.5
4200001916202309218247928620,2023-09-21 09:38:02,北京度友科技有限公司,,,极速下载券（24小时）,9.9
4200001952202309201833509390,2023-09-20 17:33:18,美团平台商户,,,【Seven Poke夏威夷波奇海鲜饭(弘阳时代中心店)】…,98.3
4200001940202309201949714951,2023-09-20 16:58:06,广州骑安,,,滴滴出行服务,1.5
4200001903202309205606582083,2023-09-20 16:46:18,个体户林语锜,,,代取快递,1.76
4200001958202309202722281125,2023-09-20 16:41:50,君控信息贩卖机,,,康师傅喝开水550ml,2.0
4200001918202309205526461313,2023-09-20 12:35:00,江江,,,/,30.0
4200001898202309200794393794,2023-09-20 11:43:16,东南大学成贤学院,,,东南大学成贤学院,20.5
4200001892202309192306204129,2023-09-19 19:45:14,北京度友科技有限公司,,,极速下载券（24小时）,9.9
4200001887202309195493464559,2023-09-19 17:36:08,万购超市,,,万购超市东大成贤店,8.8
4200066289202309196184420080,2023-09-19 17:17:18,东南大学成贤学院,,,东南大学成贤学院,15.5
4200001938202309198935288644,2023-09-19 13:40:59,君控信息贩卖机,,,康师傅喝开水550ml,2.0
4200001914202309198080602200,2023-09-19 11:35:12,东南大学成贤学院,,,东南大学成贤学院,17.5
4200001944202309188037745068,2023-09-18 20:23:19,墨墨,,,订阅三个月例句发音 x 1,8.0
4200067700202309189385926018,2023-09-18 16:59:52,东南大学成贤学院,,,东南大学成贤学院,14.0
4200001902202309181949037503,2023-09-18 11:25:29,东南大学成贤学院,,,东南大学成贤学院,15.0
4200001906202309174381716473,2023-09-17 21:50:21,窝趣云打印,,,文档打印,0.2
4200001939202309170813140088,2023-09-17 20:21:30,美团平台商户,,,【百果园（南京泰来苑店）】招牌-百味百香果中(个)2个/单…,47.8
100003990123091700064228844760631740,2023-09-17 19:17:44,发给gpt 代充,,,/,50.0
4200001961202309160445327424,2023-09-16 20:37:39,喵走出行,,,喵走出行-钱包充值,4.0
4200067696202309165825079408,2023-09-16 20:04:07,LAWSON,,,LAWSON江宁万达店消费,15.8
4200001912202309160757689994,2023-09-16 19:45:46,美团,,,美团订单-23091611100300000028638678834158,98.0
100005000123091600064228138016410740,2023-09-16 11:43:08,李胤,,,转账备注:微信转账,298.0
4200001968202309165875306720,2023-09-16 11:29:55,广州骑安,,,单车,1.5
4200001936202309160288645822,2023-09-16 10:01:41,君控信息贩卖机,,,康师傅喝开水550ml,2.0
4200001954202309162276769633,2023-09-16 09:08:26,美团平台商户,,,【鸡鸣汤包(龙湖天街店)】荠菜猪肉蒸饺（8个）等2件商品,40.4
4200001946202309158501771545,2023-09-15 19:27:48,美团平台商户,,,【田冶·现烤三明治（桥北店）】牛油果蛋料鸡胸肉三明治(牛油…,27.9
4200001938202309158399992869,2023-09-15 18:14:26,美团平台商户,,,【Seven Poke夏威夷波奇海鲜饭(弘阳时代中心店)】…,87.0
4200001947202309159375888595,2023-09-15 16:39:27,广州骑安,,,滴滴出行服务,1.5
4200001947202309152536003939,2023-09-15 16:25:49,广州骑安,,,单车,20.0
4200001931202309158137365098,2023-09-15 15:25:10,君控信息贩卖机,,,康师傅喝开水550ml,2.0
4200001904202309151142898864,2023-09-15 11:12:51,个体户林语锜,,,代取快递,2.36
4200066294202309157988510543,2023-09-15 10:18:33,东南大学成贤学院,,,东南大学成贤学院,13.0
4200001813202309146846986958,2023-09-14 16:19:58,君控信息贩卖机,,,康师傅喝开水550ml,2.0
4200066283202309145832107320,2023-09-14 10:19:54,东南大学成贤学院,,,东南大学成贤学院,12.5
4200066283202309139318789786,2023-09-13 17:23:38,东南大学成贤学院,,,东南大学成贤学院,15.0
4200001957202309139702939350,2023-09-13 16:49:34,手机充值,,,50元手机话费-13813880959,50.0
4200001911202309131332686962,2023-09-13 12:37:11,个体户林语锜,,,代取快递,1.18
4200067685202309135641592712,2023-09-13 11:47:45,东南大学成贤学院,,,东南大学成贤学院,18.0
4200001916202309137673756588,2023-09-13 09:17:48,个体户林语锜,,,代取快递,4.0
4200001906202309123099789262,2023-09-12 16:52:58,东南大学成贤学院,,,东南大学成贤学院,14.5
4200001918202309123906010241,2023-09-12 11:14:23,万购超市,,,万购超市东大成贤店,6.2
4200067690202309127352191972,2023-09-12 10:50:45,东南大学成贤学院,,,东南大学成贤学院,15.5
4200001919202309117132199318,2023-09-11 21:58:45,个体户林语锜,,,代取快递,2.0
4200001893202309118830759118,2023-09-11 21:55:01,个体户林语锜,,,代取快递,2.0
4200001894202309118821811346,2023-09-11 21:46:01,个体户林语锜,,,代取快递,2.0
4200001921202309110276992024,2023-09-11 21:41:28,个体户林语锜,,,代取快递,2.0
4200001897202309113602642138,2023-09-11 21:36:39,个体户林语锜,,,代取快递,2.0
4200001908202309111976839763,2023-09-11 21:27:22,个体户林语锜,,,代取快递,2.0
4200001916202309110806627097,2023-09-11 21:06:02,个体户林语锜,,,代取快递,2.0
4200001906202309118818124692,2023-09-11 20:51:30,个体户林语锜,,,代取快递,2.0
4200001922202309110095711467,2023-09-11 19:19:08,个体户林语锜,,,代取快递,2.0
4200001916202309115424702900,2023-09-11 19:15:43,个体户林语锜,,,代取快递,2.0
4200001889202309119541233765,2023-09-11 19:07:00,个体户林语锜,,,代取快递,2.0
4200001902202309113150291258,2023-09-11 18:13:34,个体户林语锜,,,代取快递,1.76
4200001894202309118093111578,2023-09-11 17:51:58,个体户林语锜,,,代取快递,1.76
4200001904202309115796413565,2023-09-11 17:49:33,个体户林语锜,,,代取快递,1.76
4200067687202309117261022281,2023-09-11 17:16:12,东南大学成贤学院,,,东南大学成贤学院,15.5
4200001897202309110032574364,2023-09-11 17:08:24,个体户林语锜,,,代取快递,1.18
4200001921202309112655086669,2023-09-11 16:57:16,个体户林语锜,,,代取快递,1.18
4200001897202309118481261324,2023-09-11 16:55:41,个体户林语锜,,,代取快递,1.18
4200001907202309115158809721,2023-09-11 16:50:51,个体户林语锜,,,代取快递,1.18
4200001894202309111780895727,2023-09-11 15:48:27,个体户林语锜,,,代取快递,1.76
4200001910202309114782900836,2023-09-11 12:52:34,木及科技,,,星月熊-qrcode会员一周,14.9
4200066284202309116045373804,2023-09-11 11:13:49,东南大学成贤学院,,,东南大学成贤学院,18.5
4200001901202309102180272249,2023-09-10 20:27:19,南京地铁商发,,,农夫山泉农夫山泉天然雪山矿泉水（长白雪）535ml（随机图案）NFZF1503003,4.0
4200067691202309094507845047,2023-09-09 20:00:38,万购超市,,,万购超市东大成贤店,7.0
4200001949202309090291342074,2023-09-09 17:48:36,美团平台商户,,,【Seven Poke夏威夷波奇海鲜饭(弘阳时代中心店)】…,86.8
4200001901202309099956967992,2023-09-09 17:40:29,大葱智能云,,,大葱智能云充值：10,10.0
4200001814202309097572811085,2023-09-09 16:28:02,君控信息贩卖机,,,康师傅喝开水550ml,2.0
4200001928202309093108519918,2023-09-09 12:37:17,美团平台商户,,,【無法现烤の三明治（南京弘阳店）】美式超霸牛肉饼三明治6寸…,39.8
4200001967202309097692829132,2023-09-09 11:38:43,美团平台商户,,,【Seven Poke夏威夷波奇海鲜饭(弘阳时代中心店)】…,44.8
4200001901202309087847123754,2023-09-08 17:44:04,万购超市,,,万购超市东大成贤店,11.5
4200067688202309086907471925,2023-09-08 17:19:46,东南大学成贤学院,,,东南大学成贤学院,14.5
4200001890202309087133729439,2023-09-08 11:40:15,东南大学成贤学院,,,东南大学成贤学院,15.5
4200001899202309073408068632,2023-09-07 18:24:35,东南大学成贤学院,,,东南大学成贤学院,17.0
4200001923202309077669245471,2023-09-07 10:51:02,君控信息贩卖机,,,康师傅喝开水550ml,2.0
4200001898202309079946149914,2023-09-07 10:40:35,东南大学成贤学院,,,东南大学成贤学院,19.0
4200001906202309063445046555,2023-09-06 21:53:22,个体户林语锜,,,代取快递,1.0
4200001899202309068191142376,2023-09-06 19:34:18,个体户林语锜,,,代取快递,1.0
4200001890202309066999808021,2023-09-06 17:13:12,东南大学成贤学院,,,东南大学成贤学院,15.5
4200001897202309068715644386,2023-09-06 14:10:11,腾讯云费用账户-移动支付,,,腾讯云购买云服务-100031528472,19.9
4200067689202309068060081612,2023-09-06 10:51:43,万购超市,,,万购超市东大成贤店,18.4
4200001967202309066723270537,2023-09-06 10:26:29,君控信息贩卖机,,,康师傅喝开水550ml,2.0
4200001894202309067687683918,2023-09-06 10:22:55,东南大学成贤学院,,,东南大学成贤学院,16.0
4200001953202309060241680828,2023-09-06 10:17:57,手机充值,,,50元手机话费-13813880959,50.0
4200001937202309069705254522,2023-09-06 09:06:13,君控信息贩卖机,,,外星人电解质水青柠口味,6.0
4200001964202309056404068829,2023-09-05 17:53:37,君控信息贩卖机,,,康师傅喝开水550ml,2.0
4200001919202309056827808389,2023-09-05 17:32:45,东南大学成贤学院,,,东南大学成贤学院,18.0
4200001892202309057859666599,2023-09-05 11:33:24,东南大学成贤学院,,,东南大学成贤学院,17.5
4200066285202309042536804842,2023-09-04 17:23:52,东南大学成贤学院,,,东南大学成贤学院,16.5
4200001933202309047806248125,2023-09-04 12:51:37,君控信息贩卖机,,,康师傅喝开水550ml,2.0
4200067687202309042265841179,2023-09-04 11:42:58,东南大学成贤学院,,,东南大学成贤学院,16.0
100005000123090300064227681635083740,2023-09-03 21:36:31,王志鹏,,,转账备注:微信转账,34.0
4200067685202309033215277958,2023-09-03 09:42:05,万购超市,,,万购超市东大成贤店,1.5
4200066283202309037564877386,2023-09-03 09:20:10,东南大学成贤学院,,,东南大学成贤学院,14.0
4200001897202309022589894181,2023-09-02 17:29:58,东南大学成贤学院,,,东南大学成贤学院,19.0
4200001893202309020479790917,2023-09-02 12:21:39,东南大学成贤学院,,,东南大学成贤学院,15.5
4200001729202309028122616090,2023-09-02 08:44:09,君控信息贩卖机,,,康师傅喝开水550ml,2.0
4200067687202309029726124897,2023-09-02 08:32:44,东南大学成贤学院,,,东南大学成贤学院,2.5
4200001892202309020046033276,2023-09-02 08:32:35,东南大学成贤学院,,,东南大学成贤学院,8.0
4200001948202309012450175321,2023-09-01 18:40:49,君控信息贩卖机,,,康师傅喝开水550ml,2.0
4200001963202309017577513360,2023-09-01 12:28:58,君控信息贩卖机,,,康师傅喝开水550ml,2.0
4200067685202309014686697459,2023-09-01 12:09:16,东南大学成贤学院,,,东南大学成贤学院,17.0
100003980123083100064228566496457740,2023-08-31 18:50:40,发给方沛,,,/,106.0
